source_id	derivative_id	subjects_num	sessions_num	output_num	output_size	nifti_num	nifti_size	html_num
ds004044	MRIQC-23.0.1	62	62	435	21861929	0	0	0
ds004044	fMRIPrep-23.2.0	62	124	12262	57285989784	2876	7806068242	0
