source_id	subjects_num	sessions_num	sessions_min	sessions_max	bold_num	t1w_num	t2w_num	bold_size	t1w_size	bold_size_max	bold_duration_total	bold_duration_mean	bold_voxels_total	bold_voxels_mean	datatypes
ds004044	62	62	1	1	372	63	0	79025062762	707158971	212432964	172608.0	464.0	267840000	720000.0	anat,fmap,func
